STOP_ON_FIRST_ERROR;false;;;;;;
PATH;/Temp/ADDITIVES;;;;;;
TYPE;bcpg:rawMaterial;;;;;;
DISABLED_POLICIES;rep:reportEntityAspect;;;;;;
COLUMNS;bcpg:code;cm:name;bcpg:legalName;bcpg:legalName_en;bcpg:productHierarchy1;bcpg:productHierarchy2;bcpg:suppliers
VALUES;MP15;E102 - tartrazine;E102 - tartrazine;E102 - tartrazine;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP16;E103 - jaune chrysoine (interdit en france);E103 - jaune chrysoine (interdit en france);E103 - yellow Chrysoine (forbidden in France);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP17;E104 - jaune de quinoléine;E104 - jaune de quinoléine;E104 - Quinoline Yellow;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP18;E105 - jaune solide;E105 - jaune solide;E105 - yellow solid;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP19;E106 - riboflavine-5-sodium phosphate, vitamine B2;E106 - riboflavine-5-sodium phosphate, vitamine B2;E106 - riboflavin-5-phosphate sodium, Vitamin B2;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP20;E107 - jaune 2g;E107 - jaune 2g;E107 - Yellow 2G;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP21;E110 - jaune orange s;E110 - jaune orange s;E110 - Sunset Yellow FCF;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP22;E1100 - amylases, agent de traitement des farines;E1100 - amylases, agent de traitement des farines;E1100 - amylases, flour treatment agent;Additifs;Autre additif;Table Additifs
VALUES;MP23;E1101 - protéases, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101 - protéases, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101 - proteases, flour treatment agent, stabilizer, flavor enhancer;Additifs;Autre additif;Table Additifs
VALUES;MP24;E1101(i) - protéase, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101(i) - protéase, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101 (i) - protease, flour treatment agent, stabilizer, flavor enhancer;Additifs;Autre additif;Table Additifs
VALUES;MP25;E1101(ii) - papaïne, exaltateur d'arome;E1101(ii) - papaïne, exaltateur d'arome;E1101 (ii) - papain, Flavour;Additifs;Autre additif;Table Additifs
VALUES;MP26;E1101(iii) - bromelaïne, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101(iii) - bromelaïne, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101 (iii) - bromelain, flour treatment agent, stabilizer, flavor enhancer;Additifs;Autre additif;Table Additifs
VALUES;MP27;E1101(iv) - ficine, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101(iv) - ficine, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101 (iv) - ficin, flour treatment agent, stabilizer, flavor enhancer;Additifs;Autre additif;Table Additifs
VALUES;MP28;E1102 - glucose oxydase, antioxidant;E1102 - glucose oxydase, antioxidant;E1102 - glucose oxidase, antioxidant;Additifs;Autre additif;Table Additifs
VALUES;MP29;E1103 - invertase (stabilisant);E1103 - invertase (stabilisant);E1103 - invertase (stabilizer);Additifs;Autre additif;Table Additifs
VALUES;MP30;E1104 - lipases, exaltateur d'arome;E1104 - lipases, exaltateur d'arome;E1104 - lipases, Flavour;Additifs;Autre additif;Table Additifs
VALUES;MP31;E1105 - lysozyme (agent de conservation);E1105 - lysozyme (agent de conservation);E1105 - lysozyme (preservative);Additifs;Autre additif;Table Additifs
VALUES;MP32;E111 - orange ggn, alpha-naphthol;E111 - orange ggn, alpha-naphthol;E111 - Orange GGN, alpha-naphthol;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP33;E120 - acide carminique (ou carmin ou rouge cochenille);E120 - acide carminique (ou carmin ou rouge cochenille);E120 - carminic acid (cochineal or carmine or red);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP34;E1200 - polydextrose (agent de lest, stabilisant, epaississant);E1200 - polydextrose (agent de lest, stabilisant, epaississant);E1200 - polydextrose (ballast agent, stabilizer, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP35;E1201 - poly vinyl pyrrolidone (raffermissant, stabilisant, dispersant);E1201 - poly vinyl pyrrolidone (raffermissant, stabilisant, dispersant);E1201 - poly vinyl pyrrolidone (firming, stabilizer, dispersant);Additifs;Autre additif;Table Additifs
VALUES;MP36;E1202 - polyvinyl polypyrrolidone (stabilisant de la couleur, agent colloidal);E1202 - polyvinyl polypyrrolidone (stabilisant de la couleur, agent colloidal);E1202 - polyvinyl polypyrrolidone (color stabilizer, colloidal agent);Additifs;Autre additif;Table Additifs
VALUES;MP37;E1203 - alcool polyvinylique (agent d'enrobage, liant, agent de conditionnement hermetique, agent de finition superficielle);E1203 - alcool polyvinylique (agent d'enrobage, liant, agent de conditionnement hermetique, agent de finition superficielle);E1203 - polyvinyl alcohol (coating agent, binder, hermetic packaging, surface finishing agent);Additifs;Autre additif;Table Additifs
VALUES;MP38;E1204 - pullulane;E1204 - pullulane;E1204 - pullulan;Additifs;Autre additif;Table Additifs
VALUES;MP39;E121 - orseille orceine;E121 - orseille orceine;E121 - Archil orcein;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP40;E122 - azorubine (ou carmoisine);E122 - azorubine (ou carmoisine);E122 - Azorubine (or carmoisine);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP41;E123 - amarante;E123 - amarante;E123 - Amaranth;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP42;E124 - ponceau 4r, rouge cochenille a;E124 - ponceau 4r, rouge cochenille a;E124 - Ponceau 4R, Cochineal Red A;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP43;E125 - ponceau sx;E125 - ponceau sx;E125 - Ponceau SX;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP44;E126 - ponceau gr;E126 - ponceau gr;E126 - culvert gr;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP45;E127 - érythrosine;E127 - érythrosine;E127 - erythrosine;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP46;E128 - rouge 2g;E128 - rouge 2g;E128 - red 2g;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP47;E129 - rouge allura ac;E129 - rouge allura ac;E129 - Allura Red AC;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP48;E130 - manascorubine;E130 - manascorubine;E130 - manascorubine;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP49;E131 - bleu patente v;E131 - bleu patente v;E131 - Patent Blue V;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP50;E132 - indigotine (ou carmin d'indigo);E132 - indigotine (ou carmin d'indigo);E132 - indigo (or indigo carmine);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP51;E133 - bleu brillant fcf;E133 - bleu brillant fcf;E133 - Brilliant Blue FCF;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP52;E140 - chlorophyllines;E140 - chlorophyllines;E140 - chlorophyllins;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP53;E1400 - dextrines, amidon torréfié, stabilisant, épaississant, liant, émulsifiant;E1400 - dextrines, amidon torréfié, stabilisant, épaississant, liant, émulsifiant;E1400 - Dextrins, roasted starch, stabilizer, thickener, binder, emulsifier;Additifs;Autre additif;Table Additifs
VALUES;MP54;E1401 - amidon traite aux acides, stabilisant, épaississant, liant, émulsifiant;E1401 - amidon traite aux acides, stabilisant, épaississant, liant, émulsifiant;E1401 - Acid treated starch, stabilizer, thickener, binder, emulsifier;Additifs;Autre additif;Table Additifs
VALUES;MP55;E1402 - amidon traite aux alcalis, stabilisant, épaississant, liant, émulsifiant;E1402 - amidon traite aux alcalis, stabilisant, épaississant, liant, émulsifiant;E1402 - Alkaline treated starch, stabilizer, thickener, binder, emulsifier;Additifs;Autre additif;Table Additifs
VALUES;MP56;E1403 - amidon blanchi, stabilisant, épaississant, liant, émulsifiant;E1403 - amidon blanchi, stabilisant, épaississant, liant, émulsifiant;E1403 - bleached starch, stabilizer, thickener, binder, emulsifier;Additifs;Autre additif;Table Additifs
VALUES;MP57;E1404 - amidon oxyde (gélifiant, épaississant);E1404 - amidon oxyde (gélifiant, épaississant);E1404 - starch oxide (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP58;E1405 - amidons traites aux enzymes, stabilisant, épaississant, liant, émulsifiant;E1405 - amidons traites aux enzymes, stabilisant, épaississant, liant, émulsifiant;E1405 - Enzyme Treated Starch, stabilizer, thickener, binder, emulsifier;Additifs;Autre additif;Table Additifs
VALUES;MP59;E140a - chlorophylles, pheophytine au magnésium;E140a - chlorophylles, pheophytine au magnésium;E140a - chlorophylls, pheophytin magnesium;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP60;E140b - chlorophyllines;E140b - chlorophyllines;E140b - chlorophyllins;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP61;E141(i) - complexe cuivrique des chlorophylles;E141(i) - complexe cuivrique des chlorophylles;E141 (i) - Copper complexes of chlorophylls;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP62;E141(ii) - complexe cuivrique des chlorophyllines avec sels de sodium et de potassium;E141(ii) - complexe cuivrique des chlorophyllines avec sels de sodium et de potassium;E141 (ii) - Copper complexes of chlorophyllins with sodium and potassium;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP63;E1410 - phosphate d'amidon (gélifiant, épaississant);E1410 - phosphate d'amidon (gélifiant, épaississant);E1410 - starch phosphate (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP64;E1411 - glycérol de diamidon (gélifiant, épaississant);E1411 - glycérol de diamidon (gélifiant, épaississant);E1411 - Distarch glycerol (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP65;E1412 - phosphate de diamidon (gélifiant, épaississant);E1412 - phosphate de diamidon (gélifiant, épaississant);E1412 - distarch phosphate (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP66;E1413 - phosphate de diamidon phosphate (gélifiant, épaississant);E1413 - phosphate de diamidon phosphate (gélifiant, épaississant);E1413 - distarch phosphate phosphate (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP67;E1414 - phosphate de diamidon acetyle (gélifiant, épaississant);E1414 - phosphate de diamidon acetyle (gélifiant, épaississant);E1414 - distarch acetyl phosphate (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP68;E142 - vert acide brillant bs, vert lissamine;E142 - vert acide brillant bs, vert lissamine;E142 - acid brilliant green BS, lissamine green;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP69;E1420 - amidon acétyle (gélifiant, épaississant);E1420 - amidon acétyle (gélifiant, épaississant);E1420 - acetyl starch (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP70;E1421 - amidon acétyle a acétate de vinyle;E1421 - amidon acétyle a acétate de vinyle;E1421 - acetyl starch has vinyl acetate;Additifs;Autre additif;Table Additifs
VALUES;MP71;E1422 - adipate de diamidon acétyle (gélifiant, épaississant);E1422 - adipate de diamidon acétyle (gélifiant, épaississant);E1422 - acetyl distarch adipate (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP72;E1423 - glycérol de diamidon acétyle (gélifiant, épaississant);E1423 - glycérol de diamidon acétyle (gélifiant, épaississant);E1423 - distarch acetyl glycerol (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP73;E143 - vert solide fcf;E143 - vert solide fcf;E143 - green FCF;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP74;E1430 - diamidon glycérine;E1430 - diamidon glycérine;E1430 - distarch glycerin;Additifs;Autre additif;Table Additifs
VALUES;MP75;E1440 - amidon hydroxypropyle (gélifiant, épaississant);E1440 - amidon hydroxypropyle (gélifiant, épaississant);E1440 - hydroxypropyl starch (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP76;E1441 - glycérine de diamidon hydroxypropyle ou hydroxy-propylique;E1441 - glycérine de diamidon hydroxypropyle ou hydroxy-propylique;E1441 - glycerin distarch hydroxypropyl or hydroxy-propyl;Additifs;Autre additif;Table Additifs
VALUES;MP77;E1442 - phosphate de diamidon hydroxypropyle (gélifiant, épaississant);E1442 - phosphate de diamidon hydroxypropyle (gélifiant, épaississant);E1442 - hydroxypropyl distarch phosphate (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP78;E1443 - glycérol de diamidon hydroxypropyle (gélifiant, épaississant);E1443 - glycérol de diamidon hydroxypropyle (gélifiant, épaississant);E1443 - hydroxypropyl distarch glycerol (gelling agent, thickener);Additifs;Autre additif;Table Additifs
VALUES;MP79;E1450 - octenyle succinate d'amidon sodique (stabilisant, épaississant, liant, émulsifiant);E1450 - octenyle succinate d'amidon sodique (stabilisant, épaississant, liant, émulsifiant);E1450 - sodium starch octenyl succinate (stabilizer, thickener, binder, emulsifier);Additifs;Autre additif;Table Additifs
VALUES;MP80;E1451 - amidon oxyde acetyle (stabilisant, épaississant, liant, émulsifiant);E1451 - amidon oxyde acetyle (stabilisant, épaississant, liant, émulsifiant);E1451 - Acetylated oxidised starch (stabilizer, thickener, binder, emulsifier);Additifs;Autre additif;Table Additifs
VALUES;MP81;E1452 - succinate octenylique aluminique d'amidon, anticaking agent, carrier, stabilisant;E1452 - succinate octenylique aluminique d'amidon, anticaking agent, carrier, stabilisant;E1452 - octenyl succinate starch aluminum, anticaking agent, carrier, stabilizer;Additifs;Autre additif;Table Additifs
VALUES;MP82;E150 - caramel;E150 - caramel;E150 - caramel;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP83;E1503 - huile de ricin, solvant de support, antiagglomérant, agent de glaçage;E1503 - huile de ricin, solvant de support, antiagglomérant, agent de glaçage;E1503 - castor oil, carrier solvent, anticaking agent, glazing agent;Additifs;Autre additif;Table Additifs
VALUES;MP84;E1504 - acétate d'éthyle;E1504 - acétate d'éthyle;E1504 - ethyl acetate;Additifs;Autre additif;Table Additifs
VALUES;MP85;E1505 - citrate de triéthyle (stabilisant de mousse);E1505 - citrate de triéthyle (stabilisant de mousse);E1505 - triethyl citrate (foam stabilizer);Additifs;Autre additif;Table Additifs
VALUES;MP86;E150a - caramels;E150a - caramels;E150a - caramels;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP87;E150b - caramel de sulfite caustique, sulfite de soude;E150b - caramel de sulfite caustique, sulfite de soude;E150b - Caustic sulphite caramel, sodium sulfite;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP88;E150c - caramel ammoniacal;E150c - caramel ammoniacal;E150c - Ammonia caramel;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP89;E150d - caramel au sulfite d'ammonium;E150d - caramel au sulfite d'ammonium;E150d - Sulphite ammonia caramel;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP90;E151 - noir brillant bn, noir pn;E151 - noir brillant bn, noir pn;E151 - Brilliant Black BN, Black PN;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP91;E1510 - éthanol;E1510 - éthanol;E1510 - ethanol;Additifs;Autre additif;Table Additifs
VALUES;MP92;E1517 - glyceroldiacetate;E1517 - glyceroldiacetate;E1517 - glyceroldiacetate;Additifs;Autre additif;Table Additifs
VALUES;MP93;E1518 - triacétine (triacétate de glyceryle) (humectant);E1518 - triacétine (triacétate de glyceryle) (humectant);E1518 - triacetin (glyceryl triacetate) (humectant);Additifs;Autre additif;Table Additifs
VALUES;MP94;E1519 - alcool benzylique;E1519 - alcool benzylique;E1519 - benzyl alcohol;Additifs;Autre additif;Table Additifs
VALUES;MP95;E152 - noir de carbone (hydrocarbure);E152 - noir de carbone (hydrocarbure);E152 - black carbon (hydrocarbon);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP96;E1520 - propylène glycol (propane diol - 1,2) (humectant, mouillant, dispersant);E1520 - propylène glycol (propane diol - 1,2) (humectant, mouillant, dispersant);E1520 - propylene glycol (propane diol - 1.2) (humectant, wetting, dispersing);Additifs;Autre additif;Table Additifs
VALUES;MP97;E1521 - polyéthylène glycol, macrogol (poly éthane diol - 1,2) (antimoussant);E1521 - polyéthylène glycol, macrogol (poly éthane diol - 1,2) (antimoussant);E1521 - polyethylene glycol, macrogol (polyethylene ethanediol - 1.2) (antifoam);Additifs;Autre additif;Table Additifs
VALUES;MP98;E153 - charbon végétal médicinal;E153 - charbon végétal médicinal;E153 - Vegetable carbon;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP99;E154 - brun fk;E154 - brun fk;E154 - fk Brown;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP100;E155 - brun chocolat ht;E155 - brun chocolat ht;E155 - chocolate brown ht;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP101;E160a à e160f - caroténoïdes;E160a à e160f - caroténoïdes;E160a to e160f - carotenoids;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP102;E160a(i) - beta-carotène;E160a(i) - beta-carotène;E160a (i) - beta-carotene;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP103;E160a(ii) - caroténoïdes extrait de Ingrédients;E160a(ii) - caroténoïdes extrait de Ingrédients;E160a (ii) - carotenoid extract Ingredients;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP104;E160a(iii) - beta-carotène extrait de blakeslea trispora;E160a(iii) - beta-carotène extrait de blakeslea trispora;E160a (iii) - beta-carotene from Blakeslea trispora;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP105;E160a(iv) - beta-carotène extrait d'algue;E160a(iv) - beta-carotène extrait d'algue;E160a (iv) - beta-carotene from algae;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP106;E160b - rocou (ou annatto) mélange de bixine et norbixine;E160b - rocou (ou annatto) mélange de bixine et norbixine;E160b - annatto (or annatto) mixture of bixin and norbixin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP107;E160b(i) - bixine (rocou);E160b(i) - bixine (rocou);E160b (i) - bixin (annatto);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP108;E160b(ii) - norbixine (rocou);E160b(ii) - norbixine (rocou);E160b (ii) - norbixin (annatto);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP109;E160c - extrait de paprika (capsantheine et capsorubine);E160c - extrait de paprika (capsantheine et capsorubine);E160c - paprika extract (Capsanthin and capsorubin);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP110;E160d - lycopene;E160d - lycopene;E160d - lycopene;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP111;E160d(i) et e160d(ii) - lycopène;E160d(i) et e160d(ii) - lycopène;E160d (i) and e160d (ii) - lycopene;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP112;E160d(iii) - lycopène extrait de blakeslea trispora;E160d(iii) - lycopène extrait de blakeslea trispora;E160d (iii) - lycopene from Blakeslea trispora;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP113;E160e - apocarotenal 8' (c30);E160e - apocarotenal 8' (c30);E160e - apocarotenal 8 '(c30);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP114;E160f - ester ethylique de l'acide -apocarotenique-8' (c30);E160f - ester ethylique de l'acide -apocarotenique-8' (c30);E160f - ethyl ester of acid-apocarotenique-8 '(c30);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP115;E161a - flavoxanthine;E161a - flavoxanthine;E161a - flavoxanthine;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP116;E161a à e161j - xanthophylles;E161a à e161j - xanthophylles;E161a to e161j - xanthophylls;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP117;E161b - lutéine;E161b - lutéine;E161b - Lutein;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP118;E161b(i) - lutéines de tagetes erecta;E161b(i) - lutéines de tagetes erecta;E161b (i) - Lutein from Tagetes erecta;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP119;E161b(ii) - extrais de tagetes;E161b(ii) - extrais de tagetes;E161b (ii) - extract it from Tagetes;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP120;E161c - cryptoxanthine;E161c - cryptoxanthine;E161c - cryptoxanthin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP121;E161d - rubixanthine;E161d - rubixanthine;E161d - rubixanthine;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP122;E161e - violaxanthine;E161e - violaxanthine;E161e - violaxanthin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP123;E161f - rhodoxanthine;E161f - rhodoxanthine;E161f - rhodoxanthine;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP124;E161g - canthaxanthine;E161g - canthaxanthine;E161g - canthaxanthin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP125;E161h - zeaxanthine;E161h - zeaxanthine;E161h - zeaxanthin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP126;E161h(i) - zeaxanthine (de synthese);E161h(i) - zeaxanthine (de synthese);E161h (i) - zeaxanthin (synthetic);Additifs;Colorant alimentaire;Table Additifs
VALUES;MP127;E161h(ii) - zeaxanthine riche en extrait de tagetes erecta;E161h(ii) - zeaxanthine riche en extrait de tagetes erecta;E161h (ii) - zeaxanthin-rich extract from Tagetes erecta;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP128;E161i - citranaxanthine;E161i - citranaxanthine;E161i - citranaxanthin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP129;E161j - astaxanthine;E161j - astaxanthine;E161j - astaxanthin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP130;E162 - rouge de betterave, betanine;E162 - rouge de betterave, betanine;E162 - beet red, betanin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP131;E163a - cyanidine;E163a - cyanidine;E163a - cyanidin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP132;E163a à e163f - anthocyanes;E163a à e163f - anthocyanes;E163a to e163f - anthocyanins;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP133;E163b - delphinidine;E163b - delphinidine;E163b - delphinidin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP134;E163c - malvidine;E163c - malvidine;E163c - malvidin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP135;E163d - pelargonidine;E163d - pelargonidine;E163d - pelargonidin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP136;E163e - peonidine;E163e - peonidine;E163e - peonidin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP137;E163f - petunidine;E163f - petunidine;E163f - petunidin;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP138;E164 - jaune de gardenia;E164 - jaune de gardenia;E164 - yellow gardenia;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP139;E165 - bleu de gardenia;E165 - bleu de gardenia;E165 - blue gardenia;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP140;E166 - bois de santal;E166 - bois de santal;E166 - Sandalwood;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP141;E170(i) - carbonate de calcium;E170(i) - carbonate de calcium;E170 (i) - calcium carbonate;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP142;E170(ii) - carbonate acide de calcium;E170(ii) - carbonate acide de calcium;E170 (ii) - calcium hydrogen carbonate;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP143;E171 - oxyde de titane, dioxyde de titane, bioxyde de titane;E171 - oxyde de titane, dioxyde de titane, bioxyde de titane;E171 - titanium oxide, titanium dioxide, titanium dioxide;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP144;E172 - oxyde et hydroxyde de fer;E172 - oxyde et hydroxyde de fer;E172 - Iron oxides and hydroxides;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP145;E172(i) - oxyde de fer, noir;E172(i) - oxyde de fer, noir;E172 (i) - iron oxide, black;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP146;E172(ii) - oxyde de fer, rouge;E172(ii) - oxyde de fer, rouge;E172 (ii) - iron oxide, red;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP147;E172(iii) - oxyde de fer, jaune;E172(iii) - oxyde de fer, jaune;E172 (iii) - iron oxide, yellow;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP148;E173 - aluminium;E173 - aluminium;E173 - aluminum;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP149;E174 - argent;E174 - argent;E174 - Silver;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP150;E175 - or;E175 - or;E175 - Gold;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP151;E180 - lithol-rubine bk;E180 - lithol-rubine bk;E180 - latolrubine BK;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP152;E181 - tannin, acide tannique;E181 - tannin, acide tannique;E181 - tannin, tannic acid;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP153;E182 - orseille;E182 - orseille;E182 - Archil;Additifs;Colorant alimentaire;Table Additifs
VALUES;MP154;E200 - acide sorbique (sa);E200 - acide sorbique (sa);E200 - sorbic acid (SA);Additifs;Conservateur;Table Additifs
