STOP_ON_FIRST_ERROR;false;;;;;;
PATH;/Temp/CIQUAL;;;;;;
TYPE;bcpg:rawMaterial;;;;;;
MAPPING;NutDatabaseFrench;;;;;;
COLUMNS;bcpg:code;cm:name;bcpg:legalName;bcpg:legalName_en;bcpg:productHierarchy1;bcpg:productHierarchy2;bcpg:suppliers
VALUES;CIQUAL2060;Nectar multifruit multivitaminé, pasteurisé, CIQUAL;Nectar multifruit multivitaminé, pasteurisé;Fruit nectar, enriched, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2061;Nectar multifruit, pasteurisé, CIQUAL;Nectar multifruit, pasteurisé;Fruit nectar, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2069;Jus Multifruits, à  base de concentré, pasteurisé, CIQUAL;Jus Multifruits, à  base de concentré, pasteurisé;Fruit nectar, reconstituted, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2070;Orange, pur jus pressé, pasteurisé, CIQUAL;Orange, pur jus pressé, pasteurisé;Orange juice, pure, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2073;Ananas, pur jus, pasteurisé, CIQUAL;Ananas, pur jus, pasteurisé;Pineapple juice, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2074;Pomme, pur jus, pasteurisé, CIQUAL;Pomme, pur jus, pasteurisé;Apple juice, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2075;Légumes, jus (aliment moyen), CIQUAL;Légumes, jus (aliment moyen);Vegetable juice (average);CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2365;Fruit de la passion ou maracudja, nectar, pasteurisé, CIQUAL;Fruit de la passion ou maracudja, nectar, pasteurisé;Passion fruit nectar, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2370;Mangue, nectar, pasteurisé, CIQUAL;Mangue, nectar, pasteurisé;Mango nectar, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2371;Pêche, nectar, pasteurisé, CIQUAL;Pêche, nectar, pasteurisé;Peach nectar, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL2375;Orange, nectar, pasteurisé, CIQUAL;Orange, nectar, pasteurisé;Orange nectar, pasteurized;CIQUAL;Jus et nectars;Table Ciqual 2008
VALUES;CIQUAL4002;Pomme de terre, pulpe, cuite au four, CIQUAL;Pomme de terre, pulpe, cuite au four;Potato, baked;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4003;Pomme de terre, cuite à  l'eau, CIQUAL;Pomme de terre, cuite à  l'eau;Potato, boiled;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4004;Pomme de terre, chips salées, CIQUAL;Pomme de terre, chips salées;Potato crisp (US=chip), salted;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4005;Pomme de terre frite ou Frite, cuite, non salée, CIQUAL;Pomme de terre frite ou Frite, cuite, non salée;Potato chip (french fry), no salt;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4006;Pomme de terre avec peau, cuite à  la vapeur, CIQUAL;Pomme de terre avec peau, cuite à  la vapeur;Potato, with skin, steamed;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4009;Pomme de terre frite ou Frites, surgelées, crues, CIQUAL;Pomme de terre frite ou Frites, surgelées, crues;Potato chip (french fry), frozen, raw;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4010;Pomme de terre frite ou Frite, surgelée, cuite, non salée, CIQUAL;Pomme de terre frite ou Frite, surgelée, cuite, non salée;Potato chip (french fry), frozen, cooked, not salted;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4013;Pomme de terre, noisette, précuite, surgelée, CIQUAL;Pomme de terre, noisette, précuite, surgelée;Potato ball, precooked, frozen;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4016;Pomme de terre, flocons déshydratés au lait, CIQUAL;Pomme de terre, flocons déshydratés au lait;Potato flakes with milk, dry;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4018;Pomme de terre, purée, avec lait et beurre, non salée, CIQUAL;Pomme de terre, purée, avec lait et beurre, non salée;Mashed potatoes, prepared with milk and butter, not salted;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4019;Pomme de terre, purée, à  base de flocons, reconstituée avec lait demi-écrémé et eau, non salée, CIQUAL;Pomme de terre, purée, à  base de flocons, reconstituée avec lait demi-écrémé et eau, non salée;Mashed potatoes, prepared from flakes, with milk and water, not salted;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4021;Pomme de terre dauphine, cuite, CIQUAL;Pomme de terre dauphine, cuite;Dauphine potatoes, cooked, with salt;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4027;Pomme de terre, rissolée, surgelée, CIQUAL;Pomme de terre, rissolée, surgelée;Potatoes, pan-fried, frozen, not salted;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL4102;Patate douce, cuite, CIQUAL;Patate douce, cuite;Sweet potato, cooked;CIQUAL;Fruits, Légumes;Table Ciqual 2008
VALUES;CIQUAL5000;Bière brune, CIQUAL;Bière brune;Beer, dark;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5001;Bière ''coeur de marché'' (4-5° alcool), CIQUAL;Bière ''coeur de marché'' (4-5° alcool);Beer, regular (4-5° alcohol);CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5002;Bière forte (>8° acool), CIQUAL;Bière forte (>8° acool);Beer, strong  (>8° alcohol);CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5003;Cidre (aliment moyen), CIQUAL;Cidre (aliment moyen);Cider (average);CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5004;Panaché (bière + limonade), CIQUAL;Panaché (bière + limonade);Shandy (beer + lemonaide);CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5005;Panaché préemballé (<1° alc), CIQUAL;Panaché préemballé (<1° alc);Shandy, commercial, low alcohol;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5006;Cidre brut, CIQUAL;Cidre brut;Cider, dry;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5007;Cidre doux, CIQUAL;Cidre doux;Cider, sweet;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5008;Bière faiblement alcoolisée (3° alcool), CIQUAL;Bière faiblement alcoolisée (3° alcool);Beer, light (3° alcohol);CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5010;Bière ''spéciale'' (5-6° alcool), CIQUAL;Bière ''spéciale'' (5-6° alcool);Beer, special (5-6° alcohol);CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5011;Bière ''de spécialités'' ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable), CIQUAL;Bière ''de spécialités'' ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable);Beer, regional breweries;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5020;Cidre traditionnel, CIQUAL;Cidre traditionnel;Cider, traditionnal;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5030;Bière sans alcool (<1,2° alcool), CIQUAL;Bière sans alcool (<1,2° alcool);Beer, alcohol-free;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5100;Pétillant de fruits, CIQUAL;Pétillant de fruits;Sparkling fruit wine;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5200;Vin blanc 11°, CIQUAL;Vin blanc 11°;Wine, white 11°;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5201;Vin blanc mousseux, CIQUAL;Vin blanc mousseux;Wine, white sparkling;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5202;Vin rouge  9°, CIQUAL;Vin rouge  9°;Wine, red  9°;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5203;Vin rouge 10°, CIQUAL;Vin rouge 10°;Wine, red 10°;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5204;Vin rouge 11°, CIQUAL;Vin rouge 11°;Wine, red 11°;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5205;Vin rouge 12°, CIQUAL;Vin rouge 12°;Wine, red 12°;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5206;Vin rosé 11°, CIQUAL;Vin rosé 11°;Wine, rosé 11°;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5207;Champagne, CIQUAL;Champagne;Champagne;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5208;Vin rouge 13°, CIQUAL;Vin rouge 13°;Wine, red 13°;CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL5210;Vin (aliment moyen), CIQUAL;Vin (aliment moyen);Wine (average);CIQUAL;Boissons alcoolisées;Table Ciqual 2008
VALUES;CIQUAL6100;Boeuf, entrecôte, grillée, CIQUAL;Boeuf, entrecôte, grillée;Beef, rib steak, broiled;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6101;Boeuf, braisé, CIQUAL;Boeuf, braisé;Beef, braised;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6110;Boeuf, faux-filet, grillé, CIQUAL;Boeuf, faux-filet, grillé;Beef, lean steak, grilled;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6121;Boeuf, flanchet, cuit, CIQUAL;Boeuf, flanchet, cuit;Beef flank, broiled;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6200;Boeuf, bifteck, grillé, CIQUAL;Boeuf, bifteck, grillé;Beef, rump steak, broiled;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6210;Boeuf, rosbif, rôti, CIQUAL;Boeuf, rosbif, rôti;Roast beef, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6220;Boeuf, à  bourguignon, cuit, CIQUAL;Boeuf, à  bourguignon, cuit;Beef, for bourguignon, braised;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6230;Boeuf, à  pot-au-feu, cuit, CIQUAL;Boeuf, à  pot-au-feu, cuit;Beef, stewing steak, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6250;Steak haché  5% MG, cru, CIQUAL;Steak haché  5% MG, cru;Beef, ground,  5% fat, raw;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6251;Steak haché  5% MG, cuit, CIQUAL;Steak haché  5% MG, cuit;Beef, ground,  5% fat, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6252;Steak haché 10% MG, cru, CIQUAL;Steak haché 10% MG, cru;Beef, ground, 10% fat, raw;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6253;Steak haché 10% MG, cuit, CIQUAL;Steak haché 10% MG, cuit;Beef, ground, 10% fat, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6254;Steak haché 15% MG, cru, CIQUAL;Steak haché 15% MG, cru;Beef, ground, 15% fat, raw;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6255;Steak haché 15% MG, cuit, CIQUAL;Steak haché 15% MG, cuit;Beef, ground, 15% fat, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6256;Steak haché 20% MG, cru, CIQUAL;Steak haché 20% MG, cru;Beef, ground, 20% fat, raw;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6257;Steak haché 20% MG, cuit, CIQUAL;Steak haché 20% MG, cuit;Beef, ground, 20% fat, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6511;Veau, côte, cuite, CIQUAL;Veau, côte, cuite;Veal chop, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6520;Veau, escalope, cuite, CIQUAL;Veau, escalope, cuite;Veal cutlet, cooked;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6531;Veau, filet, rôti, CIQUAL;Veau, filet, rôti;Veal fillet, roasted;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6540;Veau, poitrine, crue, CIQUAL;Veau, poitrine, crue;Veal breast, raw;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6550;Veau, rôti, CIQUAL;Veau, rôti;Veal round, roasted;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6560;Veau, épaule, crue, CIQUAL;Veau, épaule, crue;Veal chuck, raw;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6570;Veau, mijoté, CIQUAL;Veau, mijoté;Veal, braised or stewed;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6902;Cheval, viande, rôtie, CIQUAL;Cheval, viande, rôtie;Horse meat, roasted;CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL6999;Viande cuite (aliment moyen), CIQUAL;Viande cuite (aliment moyen);Meat, cooked (average);CIQUAL;Viandes;Table Ciqual 2008
VALUES;CIQUAL8001;Rillettes pur porc, CIQUAL;Rillettes pur porc;Rillettes, pork, traditional;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8055;Rillettes, CIQUAL;Rillettes;Rillettes;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8081;Rillettes de saumon, CIQUAL;Rillettes de saumon;Rillettes, salmon;CIQUAL;Produits de la mer;Table Ciqual 2008
VALUES;CIQUAL8082;Rillettes de thon, CIQUAL;Rillettes de thon;Rillettes, tuna;CIQUAL;Produits de la mer;Table Ciqual 2008
VALUES;CIQUAL8110;Confit de canard, CIQUAL;Confit de canard;Duck confit (conserved in rendered fat);CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8211;Pâté de campagne, CIQUAL;Pâté de campagne;Pâté, country style;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8232;Terrine de canard, CIQUAL;Terrine de canard;Pâté, duck;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8240;Pâté de lapin, CIQUAL;Pâté de lapin;Pâté, rabbit;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8291;Terrine de poisson, CIQUAL;Terrine de poisson;Pâté, fish;CIQUAL;Produits de la mer;Table Ciqual 2008
VALUES;CIQUAL8292;Pâté à  base de poisson ou de crustacés, CIQUAL;Pâté à  base de poisson ou de crustacés;Pâté, fish or shellfish;CIQUAL;Produits de la mer;Table Ciqual 2008
VALUES;CIQUAL8293;Tarama préemballé, CIQUAL;Tarama préemballé;Tarama, semi-preserve;CIQUAL;Produits de la mer;Table Ciqual 2008
VALUES;CIQUAL8295;Mousse de poisson, CIQUAL;Mousse de poisson;Fish mousse;CIQUAL;Produits de la mer;Table Ciqual 2008
VALUES;CIQUAL8305;Pâté de foie de porc, CIQUAL;Pâté de foie de porc;Pâté, pork liver;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8313;Mousse de foie, CIQUAL;Mousse de foie;Liver mousse;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8316;Pâté de foie de volaille, CIQUAL;Pâté de foie de volaille;Pâté, poultry liver;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8320;Foie gras, appertisé, CIQUAL;Foie gras, appertisé;Foie gras, canned;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8322;Foie gras de canard, entier, appertisé, CIQUAL;Foie gras de canard, entier, appertisé;Foie gras, duck, whole, canned;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8350;Galantine, CIQUAL;Galantine;Galantine;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8391;Pâté en croûte, CIQUAL;Pâté en croûte;Pâté in crust;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8395;Jambon en croûte, CIQUAL;Jambon en croûte;Ham in crust, cooked;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8400;Fromage de tête, CIQUAL;Fromage de tête;Head-cheese (Brawn);CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8504;Andouille, CIQUAL;Andouille;Andouille chitterling sausage, cooked;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8550;Andouillette, CIQUAL;Andouillette;Andouillette chitterling sausage, uncooked;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8551;Andouillette, poêlée, CIQUAL;Andouillette, poêlée;Andouillette chitterling sausage, cooked;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8704;Boudin noir, poêlé, CIQUAL;Boudin noir, poêlé;Black pudding (blood sausage), cooked;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8800;Boudin blanc, poêlé, CIQUAL;Boudin blanc, poêlé;White saussage (white pudding), cooked;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8913;Quenelle de volaille, appertisée, CIQUAL;Quenelle de volaille, appertisée;Quenelle, poultry, canned;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8935;Quenelle au naturel, appertisée, CIQUAL;Quenelle au naturel, appertisée;Quenelle, in bouillon, canned;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL8936;Quenelle en sauce, appertisée, CIQUAL;Quenelle en sauce, appertisée;Quenelle, in sauce, canned;CIQUAL;Charcuteries et salaisons;Table Ciqual 2008
VALUES;CIQUAL9080;Blé dur précuit, grains entiers, sec, CIQUAL;Blé dur précuit, grains entiers, sec;Wheat, whole grain, precooked, dry;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9081;Blé dur précuit, grains entiers, cuit, CIQUAL;Blé dur précuit, grains entiers, cuit;Wheat, whole grain, precooked, boiled;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9082;Blé dur précuit cuisiné, en sachet micro-ondable, CIQUAL;Blé dur précuit cuisiné, en sachet micro-ondable;Wheat, whole grain, ready to microwave;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9100;Riz blanc, sec, CIQUAL;Riz blanc, sec;Rice, polished, dry;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9101;Riz blanc étuvé, sec, CIQUAL;Riz blanc étuvé, sec;Rice, parboiled, dry;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9103;Riz complet, cuit, CIQUAL;Riz complet, cuit;Rice, brown, boiled;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9104;Riz blanc, cuit, CIQUAL;Riz blanc, cuit;Rice, white, boiled;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9105;Riz blanc étuvé, cuit, CIQUAL;Riz blanc étuvé, cuit;Rice, parboiled, boiled;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9615;Polenta ou semoule de maà¯s, cuite, CIQUAL;Polenta ou semoule de maà¯s, cuite;Polenta, cooked;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9660;Germe de blé, CIQUAL;Germe de blé;Wheat germ, raw;CIQUAL;Compléments alimentaires;Table Ciqual 2008
VALUES;CIQUAL9681;Couscous, graine sèche, CIQUAL;Couscous, graine sèche;Couscous grains, dry;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9683;Couscous, graine cuite, CIQUAL;Couscous, graine cuite;Couscous grains, cooked;CIQUAL;Céréales et pâtes;Table Ciqual 2008
VALUES;CIQUAL9811;Pâtes alimentaires, cuites, CIQUAL;Pâtes alimentaires, cuites;Pasta, boiled;CIQUAL;Céréales et pâtes;Table Ciqual 2008
