STOP_ON_FIRST_ERROR;false;;;;;;
PATH;/Temp/CIQUAL;;;;;;
TYPE;bcpg:rawMaterial;;;;;;
MAPPING;NutDatabaseFrench;;;;;;
COLUMNS;bcpg:code;cm:name;bcpg:legalName;bcpg:legalName_en;bcpg:productHierarchy1;bcpg:productHierarchy2;bcpg:suppliers
VALUES;CIQUAL40102;Foie, agneau, cru, CIQUAL;Foie, agneau, cru;Liver, lamb, raw;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40103;Foie, agneau, cuit, CIQUAL;Foie, agneau, cuit;Liver, lamb, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40104;Foie, génisse, cru, CIQUAL;Foie, génisse, cru;Liver, calf, raw;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40105;Foie, génisse, cuit, CIQUAL;Foie, génisse, cuit;Liver, calf, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40116;Foie, poulet, cuit, CIQUAL;Foie, poulet, cuit;Liver, chicken, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40106;Foie, veau, cru, CIQUAL;Foie, veau, cru;Liver, veal, raw;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40107;Foie, veau, cuit, CIQUAL;Foie, veau, cuit;Liver, veal, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40109;Foie, volaille, cuit, CIQUAL;Foie, volaille, cuit;Liver, poultry, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40701;Gésier, canard, confit, appertisé, CIQUAL;Gésier, canard, confit, appertisé;Gizzard, duck confit, canned;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40202;Langue, boeuf, crue, CIQUAL;Langue, boeuf, crue;Tongue, beef, raw;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40203;Langue, boeuf, cuite, CIQUAL;Langue, boeuf, cuite;Tongue, beef, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40201;Langue, veau, cuite, CIQUAL;Langue, veau, cuite;Language, veal, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40305;Ris, veau, braisé ou poêlé, CIQUAL;Ris, veau, braisé ou poêlé;Sweetbreads, veal, braised or fried;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40406;Rognon d'agneau, braisé, CIQUAL;Rognon d'agneau, braisé;Kidney of lamb, braised;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40408;Rognon de veau, braisé ou poêlé, CIQUAL;Rognon de veau, braisé ou poêlé;Veal kidney, braised or fried;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40402;Rognon, boeuf, cru, CIQUAL;Rognon, boeuf, cru;Kidney, beef, raw;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40403;Rognon, boeuf, cuit, CIQUAL;Rognon, boeuf, cuit;Kidney, beef, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40401;Rognon, cuit (aliment moyen), CIQUAL;Rognon, cuit (aliment moyen);Kidney, cooked (average food);CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL40405;Rognon, porc, cuit, CIQUAL;Rognon, porc, cuit;Kidney, pork, cooked;CIQUAL;Abats;Table Ciqual 2012
VALUES;CIQUAL19011;Lait de croissance infantile, CIQUAL;Lait de croissance infantile;Milk infant growth;CIQUAL;Aliments lactés diététiques;Table Ciqual 2012
VALUES;CIQUAL16550;Graisse de canard, CIQUAL;Graisse de canard;Duck fat;CIQUAL;Autres matières grasses animales;Table Ciqual 2012
VALUES;CIQUAL16560;Graisse d'oie, CIQUAL;Graisse d'oie;Goose fat;CIQUAL;Autres matières grasses animales;Table Ciqual 2012
VALUES;CIQUAL17630;Huile de foie de morue, CIQUAL;Huile de foie de morue;Cod liver oil;CIQUAL;Autres matières grasses animales;Table Ciqual 2012
VALUES;CIQUAL17610;Huile de poisson, CIQUAL;Huile de poisson;Fish oil;CIQUAL;Autres matières grasses animales;Table Ciqual 2012
VALUES;CIQUAL16530;Lard gras, cru, CIQUAL;Lard gras, cru;Bacon fat, raw;CIQUAL;Autres matières grasses animales;Table Ciqual 2012
VALUES;CIQUAL16520;Saindoux, CIQUAL;Saindoux;Lard;CIQUAL;Autres matières grasses animales;Table Ciqual 2012
VALUES;CIQUAL16412;Beurre allégé (aliment moyen), CIQUAL;Beurre allégé (aliment moyen);Ghee (average food);CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16410;Beurre allégé, 60-62% MG, CIQUAL;Beurre allégé, 60-62% MG;Ghee, 60-62% fat;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16411;Beurre allégé, 60-62% MG, demi-sel, CIQUAL;Beurre allégé, 60-62% MG, demi-sel;Ghee, 60-62% fat, salted;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16402;Beurre demi-sel, CIQUAL;Beurre demi-sel;Salted butter;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16400;Beurre doux, CIQUAL;Beurre doux;Unsalted butter;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16415;Beurre léger, 39-41% MG, CIQUAL;Beurre léger, 39-41% MG;Light butter, 39-41% fat;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16416;Beurre léger, 39-41% MG, demi-sel, CIQUAL;Beurre léger, 39-41% MG, demi-sel;Light butter, 39-41% fat, salted;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16713;Matière grasse laitière à 20% MG, légère, à tartiner, CIQUAL;Matière grasse laitière à 20% MG, légère, à tartiner;Milk fat to 20% fat, light spreads;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL16712;Matière grasse laitière à 25% MG, légère, à tartiner, CIQUAL;Matière grasse laitière à 25% MG, légère, à tartiner;Milk fat to 25% fat, light spreads;CIQUAL;Beurres et matières grasses laitières;Table Ciqual 2012
VALUES;CIQUAL5001;"Bière ""coeur de marché"" (4-5° alcool), CIQUAL";"Bière ""coeur de marché"" (4-5° alcool)";"Beer ""core market"" (4-5 ° alcohol)";CIQUAL;Bières et similaires;Table Ciqual 2012
VALUES;CIQUAL5011;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable), CIQUAL";"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";"Beer ""specialty"" or abbey, or a regional brewery (alcoholic variable)";CIQUAL;Bières et similaires;Table Ciqual 2012
VALUES;CIQUAL5010;"Bière ""spéciale"" (5-6° alcool), CIQUAL";"Bière ""spéciale"" (5-6° alcool)";"Beer ""special"" (5-6 ° alcohol)";CIQUAL;Bières et similaires;Table Ciqual 2012
VALUES;CIQUAL5000;Bière brune, CIQUAL;Bière brune;Dark beer;CIQUAL;Bières et similaires;Table Ciqual 2012
VALUES;CIQUAL5002;Bière forte (>8° alcool), CIQUAL;Bière forte (>8° alcool);Strong beer (> 8 ° alcohol);CIQUAL;Bières et similaires;Table Ciqual 2012
VALUES;CIQUAL5030;Bière sans alcool (<1,2° alcool), CIQUAL;Bière sans alcool (<1,2° alcool);Alcohol-free beer (<1.2 ° alcohol);CIQUAL;Bières et similaires;Table Ciqual 2012
VALUES;CIQUAL7300;Biscotte classique, CIQUAL;Biscotte classique;Rusk classic;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7340;Biscotte complète ou riche en fibres, CIQUAL;Biscotte complète ou riche en fibres;Rusk complete or high fiber;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7330;Biscotte multicéréale, CIQUAL;Biscotte multicéréale;Multigrain toast;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7310;Biscotte sans adjonction de sel, CIQUAL;Biscotte sans adjonction de sel;Biscotti without the addition of salt;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL23805;Blini, CIQUAL;Blini;Blini;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7500;Chapelure, CIQUAL;Chapelure;Breadcrumbs;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7430;Croûtons, CIQUAL;Croûtons;Croutons;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7525;Gressins, CIQUAL;Gressins;Breadsticks;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7420;Pain grillé suédois au blé complet, CIQUAL;Pain grillé suédois au blé complet;Swedish toast whole wheat;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7407;Pain grillé suédois au froment, CIQUAL;Pain grillé suédois au froment;Swedish wheat toast;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7400;Pain grillé, tranches, au froment, CIQUAL;Pain grillé, tranches, au froment;Toast slices with wheat;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7425;Pain grillé, tranches, multicéréale, CIQUAL;Pain grillé, tranches, multicéréale;Toast slices multigrain;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7180;Pain pita, CIQUAL;Pain pita;Pita;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL7410;Tartine craquante, extrudée et grillée, CIQUAL;Tartine craquante, extrudée et grillée;Crisp bread, toasted and extruded;CIQUAL;Biscottes et pains non levés;Table Ciqual 2012
VALUES;CIQUAL38405;Biscuit apéritif à base de pomme de terre, type tuile salée, CIQUAL;Biscuit apéritif à base de pomme de terre, type tuile salée;Biscuit aperitif potato, salt tile types;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL38400;Biscuit apéritif soufflé, à base de maïs, sans cacahuète, CIQUAL;Biscuit apéritif soufflé, à base de maïs, sans cacahuète;Biscuit appetizer puffed maize, peanut free;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL38106;Biscuit apéritif soufflé, à base de pomme de terre, CIQUAL;Biscuit apéritif soufflé, à base de pomme de terre;Biscuit appetizer blown, based on potato;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL38403;Biscuit apéritif, crackers, allégé en matière grasse, CIQUAL;Biscuit apéritif, crackers, allégé en matière grasse;Biscuit appetizer, crackers, reduced fat;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL38401;Biscuit apéritif, crackers, garni ou fourré, au fromage, CIQUAL;Biscuit apéritif, crackers, garni ou fourré, au fromage;Biscuit appetizer, crackers, topped or stuffed, cheese;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL38402;Biscuit apéritif, crackers, nature, CIQUAL;Biscuit apéritif, crackers, nature;Biscuit appetizer, crackers, nature;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL38104;Chips de crevette, CIQUAL;Chips de crevette;Shrimp Chips;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL38105;Chips de maïs ou tortilla chips, CIQUAL;Chips de maïs ou tortilla chips;Corn chips or tortilla chips;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL9231;Pop-corn ou Maïs éclaté, à l'air, non salé, CIQUAL;Pop-corn ou Maïs éclaté, à l'air, non salé;Popcorn or popcorn, air, unsalted;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL9230;Pop-corn ou Maïs éclaté, à l'huile, salé, CIQUAL;Pop-corn ou Maïs éclaté, à l'huile, salé;Popcorn or popcorn, oil, salt;CIQUAL;Biscuits salés apéritifs;Table Ciqual 2012
VALUES;CIQUAL24680;Biscuit moelleux fourré à l'orange et enrobé de sucre glace, CIQUAL;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;Soft sponge filled with orange and coated with icing sugar;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24678;Biscuit sec (génoise) nappage aux fruits, type barquette, CIQUAL;Biscuit sec (génoise) nappage aux fruits, type barquette;Biscuit (sponge) fruit topping, type tray;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24002;Biscuit sec à teneur garantie en vitamines, CIQUAL;Biscuit sec à teneur garantie en vitamines;Biscuit guaranteed content of vitamins;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24003;Biscuit sec à teneur garantie en vitamines et minéraux, CIQUAL;Biscuit sec à teneur garantie en vitamines et minéraux;Biscuit with a guaranteed content of vitamins and minerals;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24049;Biscuit sec au beurre, sablé, galette ou palet, CIQUAL;Biscuit sec au beurre, sablé, galette ou palet;Biscuit with butter, shortbread, cake or puck;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24004;Biscuit sec aux fruits, hyposodé, CIQUAL;Biscuit sec aux fruits, hyposodé;Biscuit with fruit, low sodium;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24430;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir, CIQUAL;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir;Biscuit egg spoon (spoon) or Boudoir;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24038;Biscuit sec avec nappage chocolat, CIQUAL;Biscuit sec avec nappage chocolat;Biscuit with chocolate topping;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24016;Biscuit sec avec tablette de chocolat, CIQUAL;Biscuit sec avec tablette de chocolat;Biscuit with chocolate;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24036;Biscuit sec chocolaté, préemballé, CIQUAL;Biscuit sec chocolaté, préemballé;Biscuit chocolate, packaged;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24031;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse, CIQUAL;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse;Crunchy biscuit (eg tile) without chocolate, reduced fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24007;Biscuit sec croquant au chocolat, allégé en matière grasse, CIQUAL;Biscuit sec croquant au chocolat, allégé en matière grasse;Crunchy chocolate biscuit, reduced fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24659;Biscuit sec feuilleté, type palmier ou autres, CIQUAL;Biscuit sec feuilleté, type palmier ou autres;Biscuit pastry, palm or other types;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24037;Biscuit sec fourré à la pâte ou purée de fruits, CIQUAL;Biscuit sec fourré à la pâte ou purée de fruits;Filled biscuit to the pulp or fruit puree;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24008;Biscuit sec fourré aux fruits, allégé en matière grasse, CIQUAL;Biscuit sec fourré aux fruits, allégé en matière grasse;Biscuit filled with fruit, reduced fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24615;Biscuit sec ou tuile, aux amandes, CIQUAL;Biscuit sec ou tuile, aux amandes;Tile or biscuit, almond;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24015;Biscuit sec petit beurre, CIQUAL;Biscuit sec petit beurre;Petit beurre biscuit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24034;Biscuit sec pour petit déjeuner, CIQUAL;Biscuit sec pour petit déjeuner;Biscuit for breakfast;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24010;Biscuit sec, avec matière grasse végétale, CIQUAL;Biscuit sec, avec matière grasse végétale;Biscuit with vegetable fat;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24000;Biscuit sec, tout type, CIQUAL;Biscuit sec, tout type;Biscuit, all kinds;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24684;Cookie aux pépites de chocolat, CIQUAL;Cookie aux pépites de chocolat;Chocolate Chip Cookie;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24310;Gaufrette fourrée, autre fourrage qu'aux fruits (chocolat, vanille, noisette, etc.), CIQUAL;Gaufrette fourrée, autre fourrage qu'aux fruits (chocolat, vanille, noisette, etc.);Filled wafer, other than fruit filling (chocolate, vanilla, hazelnut, etc.).;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24320;Gaufrette fourrée, aux fruits, CIQUAL;Gaufrette fourrée, aux fruits;Filled wafer, fruit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24686;Génoise sèche fourrée aux fruits et nappée de chocolat, CIQUAL;Génoise sèche fourrée aux fruits et nappée de chocolat;Dry sponge filled with fruit and topped with chocolate;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24231;"Goûter sec fourré (""sandwiché"") parfum chocolat, CIQUAL";"Goûter sec fourré (""sandwiché"") parfum chocolat";"Taste dry thicket (""sandwiched"") chocolate flavor";CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24240;"Goûter sec fourré (""sandwiché"") parfum fruits, CIQUAL";"Goûter sec fourré (""sandwiché"") parfum fruits";"Taste dry thicket (""sandwiched"") fruit fragrance";CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24225;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille, CIQUAL";"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";"Taste dry thicket (""sandwiched"") milk or vanilla fragrance";CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24441;Langue de chat, CIQUAL;Langue de chat;Cat's tongue;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24520;Meringue, CIQUAL;Meringue;Meringue;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24660;Palmier, artisanal, CIQUAL;Palmier, artisanal;Palm crafts;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL24071;Sablé pâtissier, CIQUAL;Sablé pâtissier;Frosted pastry;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL7412;Tartine craquante, extrudée et grillée, fourrée au chocolat, CIQUAL;Tartine craquante, extrudée et grillée, fourrée au chocolat;Crisp bread, extruded and roasted, filled with chocolate;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL7411;Tartine craquante, extrudée et grillée, fourrée au chocolat ou aux fruits, CIQUAL;Tartine craquante, extrudée et grillée, fourrée au chocolat ou aux fruits;Crisp bread, extruded and roasted, filled with chocolate or fruit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL7413;Tartine craquante, extrudée et grillée, fourrée aux fruits, CIQUAL;Tartine craquante, extrudée et grillée, fourrée aux fruits;Crisp bread, extruded and grilled stuffed with fruit;CIQUAL;Biscuits secs sucrés;Table Ciqual 2012
VALUES;CIQUAL18047;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme agrumes, CIQUAL;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme agrumes;Drink mineral water (or source) sweetened and flavored, citrus aroma;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18027;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme autre qu'agrumes, CIQUAL;Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme autre qu'agrumes;Drink mineral water (or source) sweetened and flavored, flavor other than citrus;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18343;Boisson au jus de fruit et au lait, CIQUAL;Boisson au jus de fruit et au lait;Drink juice and milk;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18900;Boisson au soja ou Tonyu, nature, CIQUAL;Boisson au soja ou Tonyu, nature;Soymilk or tonyu nature;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18065;"Boisson au thé, aromatisée, ""light"", CIQUAL";"Boisson au thé, aromatisée, ""light""";"Tea drink, flavored ""light""";CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18075;Boisson au thé, aromatisée, sucrée, CIQUAL;Boisson au thé, aromatisée, sucrée;Tea drink, flavored, sweetened;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18002;Boisson cacaotée sucrée, au lait, CIQUAL;Boisson cacaotée sucrée, au lait;Sweet chocolate drink, milk;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18351;Boisson énergisante, CIQUAL;Boisson énergisante;Energy Drink;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18341;Boisson gazeuse à la pomme (de 50 à 99% de fruits), sans sucre ajouté, CIQUAL;Boisson gazeuse à la pomme (de 50 à 99% de fruits), sans sucre ajouté;Carbonated drink with apple (50 to 99% fruit), with no added sugar;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18301;Boisson gazeuse à l'orange avec pulpe (environ 14% de fruits), sucrée, CIQUAL;Boisson gazeuse à l'orange avec pulpe (environ 14% de fruits), sucrée;Soft drink with orange pulp (about 14% of fruit), sweet;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18340;"Boisson gazeuse aux fruits (à moins de 10% de jus), ""light"", CIQUAL";"Boisson gazeuse aux fruits (à moins de 10% de jus), ""light""";"Fruit soda (less than 10% juice), ""light""";CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18049;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, CIQUAL;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;Soft drink fruit (less than 10% juice), sweet;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18019;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée, CIQUAL;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;Soft drink fruit (10 to 50% juice), sweet;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18342;Boisson plate à l'orange (10 à 50% de jus), sucrée, CIQUAL;Boisson plate à l'orange (10 à 50% de jus), sucrée;Flat orange drink (10 to 50% juice), sweet;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18311;Boisson plate à l'orange (teneur en jus non spécifiée), CIQUAL;Boisson plate à l'orange (teneur en jus non spécifiée);Drinking flat orange (juice content unspecified);CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18304;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucre, CIQUAL;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucre;Flat drink fruit (10 to 50% juice), to reduced sugar;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18330;Boisson plate aux fruits exotiques (10 à 50% de jus), sucrée, CIQUAL;Boisson plate aux fruits exotiques (10 à 50% de jus), sucrée;Drink with exotic fruit plate (10 to 50% juice), sweet;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18029;Boisson rafraîchissante sans alcool (aliment moyen), CIQUAL;Boisson rafraîchissante sans alcool (aliment moyen);Soft drink (average food);CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18010;Limonade ou clear lime, sucrée, CIQUAL;Limonade ou clear lime, sucrée;Clear lemonade or lime, sweet;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18058;Sirop, dilué, CIQUAL;Sirop, dilué;Syrup, diluted;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18060;"Soda au cola, ""light"", CIQUAL";"Soda au cola, ""light""";"Soda Cola, ""light""";CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18037;Soda au cola, à teneur réduite en sucre, CIQUAL;Soda au cola, à teneur réduite en sucre;Soda cola, reduced-sugar;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18018;Soda au cola, sucré, CIQUAL;Soda au cola, sucré;Cola soda, sweetened;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18001;"Soda sans jus de fruit, ""light"", CIQUAL";"Soda sans jus de fruit, ""light""";"Soda without juice, ""light""";CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
VALUES;CIQUAL18344;Tonic, CIQUAL;Tonic;Tonic;CIQUAL;Boissons rafraîchissantes sans alcool;Table Ciqual 2012
